ensembl_gene_id	chromosome_name	start_position	end_position	percentage_gene_gc_content	description
ENSG00000235698	20	12380056	12381255	46.33	proliferation-associated 2G4 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:16531]
ENSG00000233048	20	12865202	12952519	39.93	long intergenic non-protein coding RNA 1722 [Source:HGNC Symbol;Acc:HGNC:52510]
ENSG00000269931	20	12934877	12935783	48.84	novel transcript
ENSG00000234265	20	12950338	12951627	43.95	long intergenic non-protein coding RNA 1723 [Source:HGNC Symbol;Acc:HGNC:52511]
ENSG00000172296	20	13008979	13169103	39.89	serine palmitoyltransferase long chain base subunit 3 [Source:HGNC Symbol;Acc:HGNC:16253]
ENSG00000271426	20	13073667	13074312	50	coiled-coil domain containing 84 (CCDC84) pseudogene
ENSG00000101230	20	13221771	13300651	43.96	isthmin 1 [Source:HGNC Symbol;Acc:HGNC:16213]
ENSG00000226263	20	13237801	13239674	43.01	ISM1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:44313]
ENSG00000225956	20	13244064	13245369	39.36	novel transcript
ENSG00000278153	20	13368291	13368703	41.89	novel transcript
ENSG00000089123	20	13389392	13638940	37.32	taspase 1 [Source:HGNC Symbol;Acc:HGNC:15859]
ENSG00000236811	20	13392677	13393674	51.5	glyceraldehyde-3-phosphate dehydrogenase pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:16577]
ENSG00000089048	20	13714322	13784886	37.97	ESF1 nucleolar pre-rRNA processing protein homolog [Source:HGNC Symbol;Acc:HGNC:15898]
ENSG00000101247	20	13784950	13821582	39.88	NADH:ubiquinone oxidoreductase complex assembly factor 5 [Source:HGNC Symbol;Acc:HGNC:15899]
ENSG00000101251	20	13849247	13996443	40.67	SEL1L2, ERAD E3 ligase adaptor subunit [Source:HGNC Symbol;Acc:HGNC:15897]
ENSG00000212247	20	13973316	13973424	38.53	RNA, U6 small nuclear 278, pseudogene [Source:HGNC Symbol;Acc:HGNC:47241]
ENSG00000172264	20	13995369	16053197	37.94	MACRO domain containing 2 [Source:HGNC Symbol;Acc:HGNC:16126]
ENSG00000230935	20	14003508	14003699	50	ribosomal protein S3 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:16579]
ENSG00000234187	20	14127400	14128336	39.49	aminoacyl tRNA synthetase complex interacting multifunctional protein 1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:16543]
ENSG00000239923	20	14223041	14223325	48.77	RNA, 7SL, cytoplasmic 864, pseudogene [Source:HGNC Symbol;Acc:HGNC:46880]
ENSG00000125848	20	14322988	14337616	35.11	fibronectin leucine rich transmembrane protein 3 [Source:HGNC Symbol;Acc:HGNC:3762]
ENSG00000199570	20	14352320	14352425	40.57	RNA, U6 small nuclear 228, pseudogene [Source:HGNC Symbol;Acc:HGNC:47191]
ENSG00000227563	20	14547184	14547623	45	ring finger protein 11 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:16535]
ENSG00000227927	20	14554384	14636524	36.14	MACROD2 intronic transcript 1 [Source:HGNC Symbol;Acc:HGNC:16201]
ENSG00000213950	20	14757563	14758056	52.83	ribosomal protein S10 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:16594]
ENSG00000235914	20	14884253	14929515	38.65	MACROD2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:37193]
ENSG00000237832	20	14933843	14935363	42.08	novel transcript
ENSG00000199803	20	15021553	15021659	40.19	RNA, U6 small nuclear 1159, pseudogene [Source:HGNC Symbol;Acc:HGNC:48122]
ENSG00000201180	20	15022852	15022958	38.32	RNA, U6 small nuclear 115, pseudogene [Source:HGNC Symbol;Acc:HGNC:47078]
ENSG00000222500	20	15280764	15280873	43.64	RNA, 5S ribosomal pseudogene 475 [Source:HGNC Symbol;Acc:HGNC:43375]
ENSG00000225181	20	15552157	15552885	41.7	novel transcript
ENSG00000224274	20	15619494	15619819	51.84	endosulfine alpha pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:16588]
ENSG00000225622	20	16223750	16224535	45.04	peptidylprolyl isomerase A pseudogene 17 [Source:HGNC Symbol;Acc:HGNC:16334]
ENSG00000089177	20	16272104	16573434	40.7	kinesin family member 16B [Source:HGNC Symbol;Acc:HGNC:15869]
ENSG00000273998	20	16576068	16579615	40.76	novel transcript
ENSG00000275728	20	16580258	16580622	44.93	novel transcript
ENSG00000226229	20	16586333	16586693	52.08	ribosomal protein lateral stalk subunit P0 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:16585]
ENSG00000200494	20	16670641	16670742	45.1	
ENSG00000235208	20	16684108	16684404	46.13	ribosomal protein L7a-like 3
ENSG00000228809	20	16714844	16730948	41.44	novel transcript, antisense to SNRPB2
ENSG00000125870	20	16729961	16742563	38.18	small nuclear ribonucleoprotein polypeptide B2 [Source:HGNC Symbol;Acc:HGNC:11155]
ENSG00000125879	20	16748358	16770062	41.74	otoraplin [Source:HGNC Symbol;Acc:HGNC:8517]
ENSG00000236985	20	16857962	16864148	42.01	novel transcript
ENSG00000212165	20	16982831	16983033	46.8	
ENSG00000251955	20	17187510	17187616	45.79	RNA, U6 small nuclear 27, pseudogene [Source:HGNC Symbol;Acc:HGNC:34271]
ENSG00000220540	20	17188134	17188344	45.97	zinc finger protein (KRAB box-containing) pseudogene
ENSG00000238833	20	17209060	17209220	45.96	RNA, U1 small nuclear 131, pseudogene [Source:HGNC Symbol;Acc:HGNC:48473]
ENSG00000125851	20	17226107	17484578	41.47	proprotein convertase subtilisin/kexin type 2 [Source:HGNC Symbol;Acc:HGNC:8744]
ENSG00000232241	20	17479085	17479431	44.67	dynein light chain Tctex-type 3 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:16571]
ENSG00000125864	20	17493905	17569220	44.74	beaded filament structural protein 1 [Source:HGNC Symbol;Acc:HGNC:1040]
ENSG00000232333	20	17516843	17517307	42.58	ribosomal protein S27a pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:16572]
ENSG00000277373	20	17565501	17565851	37.04	novel transcript, sense intronic to BFSP1
ENSG00000125868	20	17569863	17609919	39.56	destrin, actin depolymerizing factor [Source:HGNC Symbol;Acc:HGNC:15750]
ENSG00000202260	20	17576206	17576510	48.52	RNA, 7SK small nuclear pseudogene 69 [Source:HGNC Symbol;Acc:HGNC:45793]
ENSG00000230495	20	17599255	17599807	49.37	ras-related pseudogene
ENSG00000125844	20	17613678	17682295	52.51	ribosome binding protein 1 [Source:HGNC Symbol;Acc:HGNC:10448]
ENSG00000125888	20	17693672	17735871	47.87	barrier to autointegration factor 2 [Source:HGNC Symbol;Acc:HGNC:16172]
ENSG00000233625	20	17887363	17888160	53.51	novel transcript
ENSG00000212555	20	17903762	17903861	35	RNA, U6 small nuclear 192, pseudogene [Source:HGNC Symbol;Acc:HGNC:47155]
ENSG00000089006	20	17941597	17968980	42.13	sorting nexin 5 [Source:HGNC Symbol;Acc:HGNC:14969]
ENSG00000125850	20	17956979	18059188	46.79	ovo like zinc finger 2 [Source:HGNC Symbol;Acc:HGNC:15804]
ENSG00000212232	20	17962710	17962946	49.79	small nucleolar RNA, C/D box 17 [Source:HGNC Symbol;Acc:HGNC:32713]
ENSG00000125871	20	17968913	17991122	42.82	mitochondrial genome maintenance exonuclease 1 [Source:HGNC Symbol;Acc:HGNC:16205]
ENSG00000218902	20	18011955	18012284	50.3	prothymosin alpha pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:9626]
ENSG00000229262	20	18059493	18071008	40.41	novel transcript
ENSG00000227343	20	18090116	18090715	49.83	ribosomal protein L15 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:16583]
ENSG00000252597	20	18095571	18095632	41.94	RNA, U7 small nuclear 137 pseudogene [Source:HGNC Symbol;Acc:HGNC:45671]
ENSG00000207282	20	18113467	18113579	43.36	
ENSG00000232838	20	18137873	18143169	45.08	PET117 homolog [Source:HGNC Symbol;Acc:HGNC:40045]
ENSG00000149474	20	18138118	18188387	42.25	lysine acetyltransferase 14 [Source:HGNC Symbol;Acc:HGNC:15904]
ENSG00000232943	20	18220113	18220512	43.5	chromosome 7 open reading frame 24 (C7orf24) pseudogene
ENSG00000266720	20	18258554	18258851	56.71	RNA, 7SL, cytoplasmic 14, pseudogene [Source:HGNC Symbol;Acc:HGNC:46030]
ENSG00000252635	20	18265690	18265879	41.58	RNA, U2 small nuclear 56, pseudogene [Source:HGNC Symbol;Acc:HGNC:48549]
ENSG00000125846	20	18288283	18316996	40.41	zinc finger protein 133 [Source:HGNC Symbol;Acc:HGNC:12917]
ENSG00000199719	20	18295143	18295451	49.19	RNA, 7SK small nuclear pseudogene 74 [Source:HGNC Symbol;Acc:HGNC:45798]
ENSG00000237259	20	18313765	18315111	44.77	novel transcript
ENSG00000230010	20	18322552	18359300	38.03	novel transcript
ENSG00000237282	20	18379049	18381484	46.47	long intergenic non-protein coding RNA 851 [Source:HGNC Symbol;Acc:HGNC:43424]
ENSG00000089091	20	18383367	18467281	41.71	double zinc ribbon and ankyrin repeat domains 1 [Source:HGNC Symbol;Acc:HGNC:15858]
ENSG00000236474	20	18420160	18421454	43.55	glucosaminyl (N-acetyl) transferase 1, core 2 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:16532]
ENSG00000252422	20	18433842	18433944	46.6	RNA, 5S ribosomal pseudogene 476 [Source:HGNC Symbol;Acc:HGNC:43376]
ENSG00000132664	20	18467127	18484643	40.58	RNA polymerase III subunit F [Source:HGNC Symbol;Acc:HGNC:15763]
ENSG00000265137	20	18470615	18470691	48.05	microRNA 3192 [Source:HGNC Symbol;Acc:HGNC:38202]
ENSG00000225419	20	18485265	18486052	46.32	ribosomal protein L21 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:16533]
ENSG00000089050	20	18486540	18497243	41.68	RB binding protein 9, serine hydrolase [Source:HGNC Symbol;Acc:HGNC:9892]
ENSG00000214612	20	18504633	18505066	58.53	ribosomal protein S19 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:16534]
ENSG00000101310	20	18507482	18561415	42.98	Sec23 homolog B, coat complex II component [Source:HGNC Symbol;Acc:HGNC:10702]
ENSG00000232388	20	18567347	18569563	44.25	small integral membrane protein 26 [Source:HGNC Symbol;Acc:HGNC:43430]
ENSG00000284776	20	18567453	18744216	43.18	novel protein
ENSG00000125821	20	18587893	18766644	43.11	D-tyrosyl-tRNA deacylase 1 [Source:HGNC Symbol;Acc:HGNC:16219]
ENSG00000243702	20	18592330	18592619	51.72	RNA, 7SL, cytoplasmic 638, pseudogene [Source:HGNC Symbol;Acc:HGNC:46654]
ENSG00000221806	20	18611047	18611167	44.63	RNA, U6atac small nuclear 34, pseudogene [Source:HGNC Symbol;Acc:HGNC:46933]
ENSG00000232136	20	18642782	18643634	44.2	double homeobox A pseudogene 7 [Source:HGNC Symbol;Acc:HGNC:32186]
ENSG00000233993	20	18674395	18698709	43.23	uncharacterized LOC101929526 [Source:NCBI gene;Acc:101929526]
ENSG00000233324	20	18782424	18783690	47.51	eukaryotic translation elongation factor 1 alpha 1 pseudogene 34 [Source:HGNC Symbol;Acc:HGNC:37912]
ENSG00000179935	20	18786065	18794335	43.4	long intergenic non-protein coding RNA 652 [Source:HGNC Symbol;Acc:HGNC:25003]
ENSG00000273148	20	18794529	18796067	41.13	uncharacterized LOC100270804 [Source:NCBI gene;Acc:100270804]
ENSG00000149443	20	18809728	18830153	46.11	chromosome 20 open reading frame 78 [Source:HGNC Symbol;Acc:HGNC:16210]
ENSG00000132631	20	18813726	18814392	46.33	SCP2 sterol binding domain containing 1 [Source:HGNC Symbol;Acc:HGNC:16211]
ENSG00000274863	20	19000709	19056796	43.94	novel transcript
ENSG00000185052	20	19212646	19722937	43.88	solute carrier family 24 member 3 [Source:HGNC Symbol;Acc:HGNC:10977]
ENSG00000235996	20	19212852	19213477	68.05	novel transcript
ENSG00000179447	20	19242302	19284596	44.45	uncharacterized LOC100130264 [Source:NCBI gene;Acc:100130264]
ENSG00000232675	20	19693209	19697576	46.45	novel transcript, antisense to SLC24A3
ENSG00000268628	20	19756390	19758037	53.52	novel transcript
ENSG00000132669	20	19757606	20002459	44.28	Ras and Rab interactor 2 [Source:HGNC Symbol;Acc:HGNC:18750]
ENSG00000236992	20	19823443	19823943	50.9	ribosomal protein L12 pseudogene 12 [Source:HGNC Symbol;Acc:HGNC:15951]
ENSG00000173418	20	20017116	20033655	41.08	N(alpha)-acetyltransferase 20, NatB catalytic subunit [Source:HGNC Symbol;Acc:HGNC:15908]
ENSG00000101343	20	20034368	20056046	39.08	crooked neck pre-mRNA splicing factor 1 [Source:HGNC Symbol;Acc:HGNC:15762]
ENSG00000089101	20	20052514	20360702	41.33	cilia and flagella associated protein 61 [Source:HGNC Symbol;Acc:HGNC:15872]
ENSG00000241054	20	20094401	20095684	44.86	novel transcript
ENSG00000225417	20	20214299	20215262	49.9	novel transcript
ENSG00000229500	20	20253303	20253838	46.83	ribosomal protein L17 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:16559]
ENSG00000243810	20	20258407	20267809	42.23	novel transcript
ENSG00000264879	20	20316755	20316994	54.17	RNA, 7SL, cytoplasmic 690, pseudogene [Source:HGNC Symbol;Acc:HGNC:46706]
ENSG00000280229	20	20363691	20365657	62.28	TEC
ENSG00000173404	20	20368121	20370949	63.13	INSM transcriptional repressor 1 [Source:HGNC Symbol;Acc:HGNC:6090]
ENSG00000188559	20	20389552	20712488	40.42	Ral GTPase activating protein catalytic alpha subunit 2 [Source:HGNC Symbol;Acc:HGNC:16207]
ENSG00000213384	20	20659710	20659964	44.31	eukaryotic translation initiation factor 4E family member 2 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:16237]
ENSG00000270793	20	20721187	20721879	45.17	LLP homolog, long-term synaptic facilitation pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:50491]
ENSG00000278525	20	20738433	20738731	52.17	RNA, 7SL, cytoplasmic 607, pseudogene [Source:HGNC Symbol;Acc:HGNC:46623]
ENSG00000225803	20	20854121	20854642	52.3	mitochondrial ribosomal protein S11 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:16584]
ENSG00000234104	20	20970448	20972562	42.98	novel transcript
ENSG00000225127	20	21087604	21106358	46.98	long intergenic non-protein coding RNA 237 [Source:HGNC Symbol;Acc:HGNC:38166]
ENSG00000283405	20	21089696	21090509	39.31	novel transcript
ENSG00000235065	20	21114723	21115197	46.32	ribosomal protein L24 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:16597]
ENSG00000088970	20	21125983	21246622	41.17	kizuna centrosomal protein [Source:HGNC Symbol;Acc:HGNC:15865]
ENSG00000199509	20	21138956	21139074	52.94	RNA, 5S ribosomal pseudogene 477 [Source:HGNC Symbol;Acc:HGNC:43377]
ENSG00000228604	20	21148741	21162890	39.99	novel transcript
ENSG00000232712	20	21154023	21218289	40.31	KIZ antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:51231]
ENSG00000214535	20	21166206	21166596	46.29	ribosomal protein S15a pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:16598]
ENSG00000226875	20	21265854	21266465	59.64	zinc finger protein 877, pseudogene [Source:HGNC Symbol;Acc:HGNC:38697]
ENSG00000275457	20	21302731	21303704	63.04	novel transcript, antisense to XRN2
ENSG00000088930	20	21303304	21389827	37.22	5'-3' exoribonuclease 2 [Source:HGNC Symbol;Acc:HGNC:12836]
ENSG00000125816	20	21395367	21398028	65.85	NK2 homeobox 4 [Source:HGNC Symbol;Acc:HGNC:7837]
ENSG00000225280	20	21397818	21400391	34.93	novel transcript, antisense to NKX2-4
ENSG00000223128	20	21424758	21425041	48.94	RNA, 7SK small nuclear pseudogene 140 [Source:HGNC Symbol;Acc:HGNC:45864]
ENSG00000226405	20	21488244	21488625	43.98	hydroxysteroid (17-beta) dehydrogenase 12 (HSD17B12) pseudogene
ENSG00000278041	20	21499261	21502934	48.88	novel transcript
ENSG00000227693	20	21501395	21501968	51.92	glutathione S-transferase mu 3 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:16606]
ENSG00000125820	20	21511010	21514026	58.17	NK2 homeobox 2 [Source:HGNC Symbol;Acc:HGNC:7835]
ENSG00000258197	20	21511447	21512309	59.33	NKX2-2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:37154]
ENSG00000233492	20	21530202	21530744	45.12	novel transcript
ENSG00000279082	20	21569976	21619674	42.52	long intergenic non-protein coding RNA 1727 [Source:HGNC Symbol;Acc:HGNC:52515]
ENSG00000280350	20	21610787	21703585	42.72	long intergenic non-protein coding RNA 1726 [Source:HGNC Symbol;Acc:HGNC:52514]
ENSG00000278410	20	21614978	21615435	36.9	
ENSG00000125813	20	21705659	21718486	50.98	paired box 1 [Source:HGNC Symbol;Acc:HGNC:8615]
ENSG00000233015	20	21742303	21743077	55.1	solute carrier family 25 member 6 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:16554]
ENSG00000227063	20	21755270	21755350	50.62	ribosomal protein L41 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:10356]
ENSG00000238034	20	21947647	21970783	34.2	novel transcript
ENSG00000234435	20	22054090	22074654	41.54	long intergenic non-protein coding RNA 1432 [Source:HGNC Symbol;Acc:HGNC:50745]
ENSG00000234862	20	22220554	22223283	32.16	novel transcript
ENSG00000225321	20	22263065	22284029	40.58	long intergenic non-protein coding RNA 1427 [Source:HGNC Symbol;Acc:HGNC:50737]
ENSG00000225170	20	22272052	22273454	32.29	suppression of tumorigenicity 13 (colon carcinoma) (Hsp70 interacting protein) pseudogene
ENSG00000270838	20	22343693	22343930	65.13	chromosome 9 open reading frame 16 (C9orf16) pseudogene
ENSG00000204684	20	22371216	22471557	40.72	uncharacterized LOC284788 [Source:NCBI gene;Acc:284788]
ENSG00000259974	20	22547671	22578642	45.16	long intergenic non-protein coding RNA 261 [Source:HGNC Symbol;Acc:HGNC:16189]
ENSG00000283932	20	22560553	22584261	47.94	novel transcript
ENSG00000125798	20	22581005	22585455	62.01	forkhead box A2 [Source:HGNC Symbol;Acc:HGNC:5022]
ENSG00000237396	20	22587522	22607517	43.14	lncRNA neighboring enhancer of FOXA2 [Source:HGNC Symbol;Acc:HGNC:50656]
ENSG00000230400	20	22668484	22685344	43.48	long intergenic non-protein coding RNA 1747 [Source:HGNC Symbol;Acc:HGNC:52536]
ENSG00000283072	20	22685391	22746107	42.59	novel transcript
ENSG00000215553	20	22732802	22734089	53.8	keratin 18 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:16540]
ENSG00000213882	20	22885670	22886068	43.86	cytochrome b5 type A pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:2575]
ENSG00000228935	20	22960534	22966063	41.56	kinesin-like 7 (KNSL7) pseudogene
ENSG00000230492	20	23010209	23030785	45.27	novel transcript
ENSG00000234646	20	23031542	23039236	54.88	uncharacterized LOC105372569 [Source:NCBI gene;Acc:105372569]
ENSG00000132671	20	23035386	23036812	66.36	somatostatin receptor 4 [Source:HGNC Symbol;Acc:HGNC:11333]
ENSG00000178726	20	23045633	23049741	54.83	thrombomodulin [Source:HGNC Symbol;Acc:HGNC:11784]
ENSG00000279447	20	23071547	23072722	37.76	TEC
ENSG00000125810	20	23079349	23086340	51.42	CD93 molecule [Source:HGNC Symbol;Acc:HGNC:15855]
ENSG00000233746	20	23125068	23132621	52.98	long intergenic non-protein coding RNA 656 [Source:HGNC Symbol;Acc:HGNC:27304]
ENSG00000279164	20	23148086	23149939	49.78	TEC
ENSG00000201527	20	23160857	23160971	53.91	RNA, 5S ribosomal pseudogene 478 [Source:HGNC Symbol;Acc:HGNC:43378]
ENSG00000275179	20	23180176	23187544	46.36	novel transcript
ENSG00000230387	20	23187961	23190307	50.79	uncharacterized LOC100505664 [Source:NCBI gene;Acc:100505664]
ENSG00000277901	20	23320958	23325352	45.71	novel transcript
ENSG00000234832	20	23346941	23351486	52.16	novel transcript
ENSG00000132661	20	23350736	23354777	48.94	nuclear transport factor 2 like export factor 1 [Source:HGNC Symbol;Acc:HGNC:15913]
ENSG00000232645	20	23356594	23358116	51.94	long intergenic non-protein coding RNA 1431 [Source:HGNC Symbol;Acc:HGNC:50744]
ENSG00000125812	20	23362182	23373063	44.84	GDNF inducible zinc finger protein 1 [Source:HGNC Symbol;Acc:HGNC:15808]
ENSG00000125814	20	23374519	23421519	40.72	NSF attachment protein beta [Source:HGNC Symbol;Acc:HGNC:15751]
ENSG00000201728	20	23380896	23381012	48.72	RNA, 5S ribosomal pseudogene 479 [Source:HGNC Symbol;Acc:HGNC:43379]
ENSG00000125823	20	23439685	23444930	48.91	cystatin like 1 [Source:HGNC Symbol;Acc:HGNC:15958]
ENSG00000125831	20	23450403	23452857	48.15	cystatin 11 [Source:HGNC Symbol;Acc:HGNC:15959]
ENSG00000200208	20	23457584	23457685	41.18	
ENSG00000273838	20	23458529	23459459	47.8	novel transcript
ENSG00000226344	20	23475700	23479798	47.23	cystatin 12, pseudogene [Source:HGNC Symbol;Acc:HGNC:31920]
ENSG00000260202	20	23481645	23519054	43.83	novel transcript
ENSG00000276638	20	23489416	23489973	47.31	novel transcript
ENSG00000125815	20	23491101	23496018	45.1	cystatin 8 [Source:HGNC Symbol;Acc:HGNC:2480]
ENSG00000204663	20	23519146	23542018	42.52	cystatin 13, pseudogene [Source:HGNC Symbol;Acc:HGNC:44335]
ENSG00000204662	20	23547764	23550652	50.5	cystatin 9-like pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:39552]
ENSG00000101435	20	23564732	23568749	50.07	cystatin 9 like [Source:HGNC Symbol;Acc:HGNC:16233]
ENSG00000204658	20	23583645	23586510	49.09	cystatin 9-like pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:44337]
ENSG00000173335	20	23602410	23605876	49.87	cystatin 9 [Source:HGNC Symbol;Acc:HGNC:13261]
ENSG00000101439	20	23626706	23638473	51.65	cystatin C [Source:HGNC Symbol;Acc:HGNC:2475]
ENSG00000270001	20	23631826	23632316	55.19	novel transcript
ENSG00000225056	20	23655225	23656390	53	novel transcript
ENSG00000101441	20	23685640	23689040	56.45	cystatin S [Source:HGNC Symbol;Acc:HGNC:2476]
ENSG00000232595	20	23711320	23711406	43.68	cystatin SA pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:45042]
ENSG00000170373	20	23747553	23751268	56.78	cystatin SN [Source:HGNC Symbol;Acc:HGNC:2473]
ENSG00000277975	20	23772785	23776169	54	cystatin pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:2487]
ENSG00000230908	20	23798141	23805663	44.16	novel transcript
ENSG00000170369	20	23823769	23826731	56.67	cystatin SA [Source:HGNC Symbol;Acc:HGNC:2474]
ENSG00000170367	20	23875935	23879750	54.45	cystatin D [Source:HGNC Symbol;Acc:HGNC:2477]
ENSG00000228476	20	23918771	23922169	54.34	cystatin pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:2486]
ENSG00000236168	20	23980585	23980734	62	gamma-glutamyltransferase family pseudogene
ENSG00000149435	20	23985050	23988779	58.02	gamma-glutamyltransferase light chain 1 [Source:HGNC Symbol;Acc:HGNC:16437]
